local_polo,campus_id,name,local_bloco_polo,capacidade,id,permite_reserva,informacoes_adicionais,responsavel_ids
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE ANATOMIA,"[14, 'BLOCO L']",0,150,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE ENSINO DE  MATEMATICA,"[14, 'BLOCO L']",0,151,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO SINTESE ORGANICA MEDICINAL,"[14, 'BLOCO L']",0,152,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LOBORATORIO BIOSPECKLE,"[14, 'BLOCO L']",0,153,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO HOLOGRAFIA,"[14, 'BLOCO L']",0,154,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO PRATICAS PEDAGÓGICAS EM CIENCIAS BIOLOGICAS E DE SAUDE,"[14, 'BLOCO L']",0,155,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE QUIMICA DOS SOLOS,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,156,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE FISICA DOS SOLOS ,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,157,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE ENTOMOLOGIA,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,158,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE RECURSOS GENETICOS,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,159,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE FITOPATOLOGIA,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,160,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE METEOROLOGIA ,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,161,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",LABORATORIO DE FISIOLOGIA VEGETAL,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,162,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",COPA LAB CIENCIAS AGRÁRIAS,"[15, u'LABORATORIOS DE CIENCIAS AGR\xc1RIAS']",0,163,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",REPOGRAFIA,"[3, 'C']",0,164,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",WC FEMININO,"[3, 'C']",0,165,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",WC MASCULINO,"[3, 'C']",0,166,False,False,[]
"[1, 'ARAPIRACA']","[1, 'CAMPUS ARAPIRACA']",SALA DE PROFESSOR TIPO 1,"[3, 'C']",0,167,False,False,[]
