polo_id;tipo_id;tipo;autorizar_publicacao;curso_indefinido;curso;curso_indefinido_detalhes;ano_pub;ud_campus_id;contato;id;autor;palavras_chave_ids;area_ids;visualizacoes;coorientador_ids;autor_id;categoria_cnpq_id;anexo_ids;orientador_ids;name
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2016;CAMPUS ARAPIRACA;False;999;Sousa, Igor de Sá;Cidades inteligentes,Água,Water;;8;;Sousa, Igor de Sá;False;;Afonso, Ricardo Alexandre;Smart cities: a comprehensive systematic literature review
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2016;CAMPUS ARAPIRACA;False;1001;Lima, Igor Conrado Alves de;Atributos de qualidade, Monitoramento de software, Programação orientada a aspectos,Arcabolço de software;;6;;Lima, Igor Conrado Alves de;False;[1158];Brito, Patrick Henrique da Silva;QuAM Framework: solução extensível para monitoramento de software orientado a aspectos e objetos
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;AGRONOMIA;False;2016;CAMPUS ARAPIRACA;False;1010;Santos, Wellington Manoel dos;Ananas comosus,Variedades,Nutrição de planta;;5;;Santos, Wellington Manoel dos;False;[1167];Santos Neto, Antônio Lucrécio dos;Análise de crescimento e produção de cultivares de abacaxi sob diferentes sistemas de adubações
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2016;CAMPUS ARAPIRACA;False;1004;Fonseca, Lucas Santana da;Doenças parasitárias,Morinda citrifolia L. (NONI),Alho ,Fitoterápicos ;;1;Nascimento, Glaucia Grazielle;Fonseca, Lucas Santana da;False;[1161];PORTO SOBRINHO, José Wilson Nascimento;Atividade anti-helmíntica do Allium sativum L. (alho) e Morinda citrifolia L. (noni) em ovinos naturalmente infectados
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;CIÊNCIAS BIOLÓGICAS;False;2016;CAMPUS ARAPIRACA;False;1011;Silva, Elizabete Cristina Araújo;Conhecimento popular,Prioridades de conservação,Recursos vegetais;;4;;Silva, Elizabete Cristina Araújo;False;[1168];Silva, Henrique Costa Hermenegildo da;Importância cultural de plantas em lotes de produção no assentamento Dom Hélder Câmara em Girau do Ponciano - Alagoas: etnoconservação e manejo.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;LETRAS;False;2016;CAMPUS ARAPIRACA;False;989;Silva, Eliane Nunes da;Oralidade e escrita,Processo de alfabetização,Língua materna,Letras e fonemas;;2;;Silva, Eliane Nunes da;False;[1145];Silva, Elias André da;A (não) relação fala x escrita e sua influência no processo de alfabetização
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ADMINISTRAÇÃO PÚBLICA;False; 2015;CAMPUS ARAPIRACA;False;830;Silva, Daniella Carvalho da ;Controle social,Serviço público,Participação popular,Iluminação pública;;8;;Silva, Daniella Carvalho da ;False;[989];Miranda, Renato;A política de iluminação pública de Arapiraca e a possibilidade de participação dos cidadãos
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;677;Matias, Vanessa Danielle da Silva;Mulheres,Comportamento reprodutivo,Soropositividade para HIV;;1;Santos, Marcella do Carmo;Matias, Vanessa Danielle da Silva;False;[821];Dias, Renise Bastos Farias;O desejo reprodutivo sob o olhar de mulheres soropositivas - HIV
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;676;Francisco, Leilane Camila Ferreira de Lima;Saúde mental,Saúde do trabalhador,Absenteísmo;;1;Bezerra, Daniele Gonçalves ;Francisco, Leilane Camila Ferreira de Lima;False;[820];Alves, Verônica de Medeiros;Afastamento do trabalho por transtornos mentais em um município do interior de Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;675;Santos, Fabiana Barauna;Saúde mental,Enfermeiro,Família ,Esquizofrenia;;1;;Santos, Fabiana Barauna;False;[819];Alves, Verônica de Medeiros;Esquisofrenia no contexto familiar
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;674;Soares, Imaculada Pereira;Enfermagem,Surdez,Comunicação;;1;;Soares, Imaculada Pereira;False;[818];Ferreira, Cíntia Bastos;Como eu falo com você?: a atenção à saúde do surdo na perspectiva do profissional enfermeiro
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;673;Bezerra, Reudson Douglas;Discurso,Gestão em enfermagem,Trabalho intelectual;;1;;Bezerra, Reudson Douglas;False;[817];Silva, Sóstenes Ericson Vicente da ;O sentido de trabalho intelectual no discurso da enfermagem
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;672;Lima, Elis Mayara Messias de;Intoxicação,Substâncias tóxicas,Emergências;;1;;Lima, Elis Mayara Messias de;False;[816];Silva, Francisca Maria Nunes da;Intoxicações exógenas em uma unidade de emergência no agreste de Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;671;Araújo, Juliana Amaral de Almeida;Saúde da mulher,Trabalho de parto,Mulher;;1;;Araújo, Juliana Amaral de Almeida;False;[815];Ferreira, Cíntia Bastos;Sentimentos e percepções das puérperas acerca da dor do parto vaginal
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;670;Silva, Fernanda Pinto da;Enfermagem,Educação em saúde,Diabetes Mellitus;;1;;Silva, Fernanda Pinto da;False;[814];Silva, Josineide Soares da;A percepção do usuário sobre atividades de educação em saúde de um grupo de diabéticos em uma unidade de saúde da zona urbana de um município do Estado de Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;669;Magalhães, Bárbara D'Jeslley;Enfermagem,Acolhimento,Serviços de saúde;;1;;Magalhães, Bárbara D'Jeslley;False;[813];Serbim, Andreivna Kharenine;O acolhimento nos serviços de saúde na perspectiva de usuários e enfermeiros: uma revisão integrativa
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;668;Oliveira, Lisiane Vital de ;Cuidados de enfermagem,Ferimento e lesões,Cicatrização de feridas;;1;;Oliveira, Lisiane Vital de ;False;[812];Silva, Josineide Soares da;Perfil dos atendimentos no ambulatório de um município de Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;EDUCAÇÃO FÍSICA;False;2015;CAMPUS ARAPIRACA;False;667;Silva, Italo Henrique de Lisboa;IMC,Perímetro de cintura,Composição corporal,Percentual de gordura,Sobrepeso;;8;Lima, Braúlio Patrick da Silva;Silva, Italo Henrique de Lisboa;False;[811];Cunha Júnior, Arnaldo Tenório da ;Avaliação da composição corporal de meninas e meninos de uma escola privada no município de Arapiraca, AL 
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;666;Ferreira, Edcherly Brito;Saúde da mulher,Saúde do trabalhador,Fumo;;1;;Ferreira, Edcherly Brito;False;[810];Farias, Karol Fireman de;Perfil socioeconômico e demográfico das destaladeiras de fumo de uma comunidade rural do agreste alagoano
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;False;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2015;CAMPUS ARAPIRACA;False;665;Albuquerque, Pedro Henrique Neves;IHC,Usabilidade,Qualidade no trabalho,Display de status,Requisitos funcionais,Arquitetura de sistemas,Linguagem de programação;;1;;Albuquerque, Pedro Henrique Neves;False;[809];Cavalcante, Rodolfo Carneiro;Display de status: uma ferramenta alternativa para a melhoria da qualidade do trabalho de docentes
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;664;Caetano, Roberta de Almeida;Etnobotânica,Pecuaristas,Alimentação animal;;2;;Caetano, Roberta de Almeida;False;[808];Silva, Henrique Costa Hermenegildo da;Avaliação da preferência de pecuaristas do Assentamento Dom Hélder Câmara, em Girau do Ponciano - AL, quanto ao uso de plantas forrageiras naturais da caatinga
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;ARQUITETURA E URBANISMO;False;2015;CAMPUS ARAPIRACA;False;663;Oliveira, Igor César Silva de ;materiais de construção,Desenvolvimento sustentável,Bambu,Projeto arquitetônico;;6;;Oliveira, Igor César Silva de ;False;[796, 797, 798, 799, 800, 801, 802, 803, 804, 805, 806, 807];Moraes, Odair Barbosa de ;Proposta arquitetônica para o espaço multiuso no Campus Arapiraca utilizando o bambu como material de construção
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;662;Caetano, Thamyres Vieira;Lúdico. Ensino-aprendizagem. Educação Matemática;;6;;Caetano, Thamyres Vieira;False;;Porto, José Fábio Boia;O lúdico como recurso didático para o ensino-aprendizagem de Matemática
ARAPIRACA;Monografia;monografia;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2015;CAMPUS ARAPIRACA;False;661;Lima, Laís Cardoso de ;Sustentabilidade,cidades inteligentes,tecnologia inteligente,serviços integrados,infraestruturas integradas;;2;;Lima, Laís Cardoso de ;False;[792];Afonso, Ricardo Alexandre;Ranking das cidades inteligentes de Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;EDUCAÇÃO FÍSICA;False;2015;CAMPUS ARAPIRACA;False;982;Vilela, Gilberto Silva;Políticas públicas de esporte,Fenômeno esportivo,Realidade e possibilidades;;5;;Vilela, Gilberto Silva;False;[1138];Albuquerque, Joelma de Oliveira;Realidade e possibilidades das políticas públicas de esporte no Brasil na produção do conhecimento
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ARQUITETURA E URBANISMO;False;2015;CAMPUS ARAPIRACA;False;660;Almeida, Rafael Gomes;Candomblé em Alagoas,Terreiro Urbano,Intervenção Arquitetônica,Nação Nagô-Xambá;;3;;Almeida, Rafael Gomes;False;[791];Oliveira, Tácio Rodrigues Batista de ;Anteprojeto de um terreiro urbano de candomblé de nação Nagô-Xambá em Arapiraca, Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;659;Farias, Sylveneide dos Santos;Infectividade,moscas-das-frutas,Virulência,Manejo integrado de pragas;;3;;Farias, Sylveneide dos Santos;False;[790];Negrisoli, Carla Ruth de Carvalho Barbosa ;Controle biológico de Ceratitis capitata, Wiedemann, 1824( Diptera: Tephritidae) com Nematoides Entomopatogênicos em pomar orgânico de goiaba, Alagoas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;658;Amorim, Adriana Silva de;Álgebra,Álgebra Linear,Espaços vetoriais,Polinômio característico,Norma de uma matriz;;5;;Amorim, Adriana Silva de;False;[789];Galvão, Alcindo Teles;A norma de uma matriz
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;AGRONOMIA;False;2015;CAMPUS ARAPIRACA;False;980;Cerqueira, Daniel César Oliveira de;Produção vegetal,Adubação organo-mineral,Coriandrum sativum L.;;9;;Cerqueira, Daniel César Oliveira de;False;[1136];Santos Neto, Antônio Lucrécio dos;Desempenho de plantas de coentro adubadas com doses de esterco bovino e fertilizante químico
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;LETRAS;False;2015;CAMPUS ARAPIRACA;False;979;Silva, Bruna Marques da;Discurso,Sala de aula,Aspectos modais,Professor;;10;;Silva, Bruna Marques da;False;[1135];Melo, Deywid Wagner de;Estudo dos aspectos modais no discurso do professor em interação de sala de aula
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;657;Pessoa, Avanielle Kívia de Albuquerque ;Escolas públicas,Ensino,Fracasso escolar;;3;;Pessoa, Avanielle Kívia de Albuquerque ;False;[788];Baltar, Solma Lúcia Souto Maior de Araújo ;Estudo da evasão escolar em uma escola de ensino fundamental do município de Arapiraca
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;978;Santos, Tamyres Lopes dos;Mortalidade,Mosquito da dengue,Inseticida natural;;7;Barroso, Geovanny Soares Pauferro;Santos, Tamyres Lopes dos;False;[1134];Silva, Edmilson Santos;Controle do Aedes Aegypti (Linnaeus 1762) (Diptera: Culicidae) com extratos vegetais aquosos
PENEDO;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ENGENHARIA DE PESCA;False;2015;CAMPUS ARAPIRACA;False;952;Rodrigues, Mariana Lins;São Francisco, Rio,Carapeba listrada - Cresimento,Predominância de adultos - Peixe,Alometria negativa;;2;;Rodrigues, Mariana Lins;False;[1098];Silva, Emerson Carlos Soares e;Caracteres morfométricos e relação peso/comprimento da carapeba listrada Eugerres brasilianus (Cuvier, 1830) (Actinopterygii: Gerreidae) capturadas na Foz do Rio São Francisco.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;FÍSICA;False;2015;CAMPUS ARAPIRACA;False;656;Santos, Carlos Italo Brito;Competências,Formação do educador ,Professor de física;;3;;Santos, Carlos Italo Brito;False;;Lima, Emerson de;Uma análise sobre o professor de física no contexto atual
PENEDO;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ENGENHARIA DE PESCA;False;2015;CAMPUS ARAPIRACA;False;951;Bruno, Mirelli Karlla da Silva Sousa;Escola Pública - Ensino Fundamental,Educação ambiental - Sensibilização,Pontal do Peba (AL) - Educação ambiental;;5;;Bruno, Mirelli Karlla da Silva Sousa;False;[1097];Coelho Filho, Petrônio Alves;Percepção ambiental de professores e alunos do ensino fundamental do Povoado Pontal do Peba, Alagoas.
PENEDO;outros;outros;True;False;ENGENHARIA DE PESCA;False;2015;CAMPUS ARAPIRACA;False;949;Souza, Wellyson Magalhães;Beneficiamento - Resíduos  de  peixe - Curtimento.,Compostagem - Análises microbiológicas e físico-químicas - Peixe,Processamento - Filé de Tilápia;;9;;Souza, Wellyson Magalhães;False;[1093];"Silva, Juliett de Fátima
Xavier da ";Aproveitamento integral do processamento do Filé de Tilápia (Oreochromis niloticus – Linnaeus,1758).
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;655;Santos, Adegmar Valentim dos ;Softwares educacionais,Tecnologias,Geogebra;;3;;Santos, Adegmar Valentim dos ;False;[787];Oliveira, Carloney Alves de;Possibilidades metodológicas do software geogebra no ensino de função polinomial
PENEDO;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ENGENHARIA DE PESCA;False;2015;CAMPUS ARAPIRACA;False;948;Rocha, Maria Juliete Souza ;Reprodução – Manejo - Acará Bandeira;;11;;Rocha, Maria Juliete Souza ;False;[1092];Spanghero, Diogo Bessa Neves ;Emprego de sistema intensivo em aquários para criação do Acará-Bandeira, (Pterophyllum scalare, Lichtenstein 1823).
PENEDO;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ENGENHARIA DE PESCA;False;2015;CAMPUS ARAPIRACA;False;947;Melo, Edmara Ramos;Piscicultura brasileira,Characiformes,Genoma mitocondrial,Diversidade genética - Tambaqui,Piscicultura - Baixo São Francisco;;4;;Melo, Edmara Ramos;False;[1091];Silva, Themis de Jesus ;Caracterização da variabilidade genética de Tambaqui (Colossoma macropomum – Cuvier, 1818) usados na piscicultura no Baixo São Francisco, utilizando a região ATPase do DNA mitocondrial.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;654;Farias, Werlânya Maria de;Resistência de planta a inseto,bicudo-da-cana,Monitoramento,Fungo  entomopatogênico;;9;;Farias, Werlânya Maria de;False;[786];Negrisoli, Carla Ruth de Carvalho Barbosa ;Avaliação da atratividade de variedades de cana-de-açúcar e armadilhas de diferentes cores a adultos de Metamasius hemipterus Linnaeus, 1756 ( Coleoptera: Curculioridae) em sistema orgânico e convencional de cana-de-açúcar
PENEDO;artigo;artigo;True;False;TURISMO;False;2015;CAMPUS ARAPIRACA;False;946;Santos, Ana Claudia Oliveira dos ;Serviços,Qualidade - Hotelaria,Percepção - Visitantes,Pousada;;1;;Santos, Ana Claudia Oliveira dos ;False;[1090];Lima, Fabiana de  Oliveira;Qualidade na hotelaria: uma avaliação dos serviços em pousadas na percepção dos visitantes na cidade de Penedo/AL.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;EDUCAÇÃO FÍSICA;False;2015;CAMPUS ARAPIRACA;False;653;Barbosa, Rodolfo José Moura;Aptidão física,Morfologia corporal,Escolas públicas,Desempenho aeróbio,Escolas privadas,Crianças pré-púberes;;5;;Barbosa, Rodolfo José Moura;False;[785];Carmo, Bruno Cleiton Macedo do;Comparação da morfologia corporal e do desempenho aeróbio entre meninos e meninas pré-púberes de escolas públicas e privadas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;651;Oliveira, Sueli Maria;Geometria Espacial,Integrais,Áreas,Volumes;;7;;Oliveira, Sueli Maria;False;[783];Galvão, Alcindo Teles;Elementos da esfera
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2015;CAMPUS ARAPIRACA;False;650;Silva, Ananery dos Santos;Piscicultura,Sistemas Especialistas,CLIPS,Python,PYCLIPS,Framework Django;;1;;Silva, Ananery dos Santos;False;[782];Afonso, Ricardo Alexandre;AQUAARA: Sistema Especialista para Gestão de Pisciculturas
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;649;Martins, André Oliveira;Espaços métricos,O Teorema de Baire,Funções  Contínuas;;7;;Martins, André Oliveira;False;;Bonutti, Moreno Pereira;O Teorema de Baire
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIA DA COMPUTAÇÃO;False;2015;CAMPUS ARAPIRACA;False;648;Pacheco, Antônio Carlos Pereira;Requisitos ,Target,Selenium,JMeter;;1;;Pacheco, Antônio Carlos Pereira;False;[779];Afonso, Ricardo Alexandre;Teste de software:requisitos, criação e automação de casos de teste em um sistema web
PENEDO;TCC - Trabalho de Conclusão de Curso;monografia;True;False;TURISMO;False;2015;CAMPUS ARAPIRACA;False;944;Batista, Liliane Oliveira; Impactos ambientais,APA de Piaçabuçú,Turismo Ecológico,Preservação ambiental;;1;;Batista, Liliane Oliveira;False;[1088];Martins, Geraldo Inácio;Entre o ecoturismo e o turismo de massa: uso da natureza e impactos ambientais na Foz do Rio São Francisco, área de proteção ambiental de Piaçabuçu.
PENEDO;TCC - Trabalho de Conclusão de Curso;outros;True;False;TURISMO;False;2015;CAMPUS ARAPIRACA;False;943;Ribeiro Júnior, Wellington;Turismo Pedagógico,Educação Patrimonial,Turismo - Penedo;;1;;Ribeiro Júnior, Wellington;False;;Ramos, Silvana Pirillo;Proposta de elaboração de material audiovisual para educação patrimonial e desenvolvimento do turismo em Penedo-AL.
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;890;Costa, Macário Peixoto Loureiro da;Feiras livres,Micro-organismos indicadores,Carne bovina;;1;Medeiros, Elizabeth Sampaio de;Costa, Macário Peixoto Loureiro da;False;[1054];Barbosa, Julicelly Gomes;Condições higiênico sanitárias da carne bovina comercializada em feiras livres nas cidades do vale do paraíba, Alagoas - Brasil
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;889;Holanda, Sávio Ruan Correia;Matadouro,Abate de bovino,Higiene e inspeção;;2;;Holanda, Sávio Ruan Correia;False;[1053];Barros, Maria Raquel Correia;Condições higiênico-sanitárias dos matadouros públicos dos municípios do vale do paraíba alagoano
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;647;Silva, Janicleia Pereira Muniz;Áreas,Tangram,Raciocínio lógico,Aprendizado;;3;;Silva, Janicleia Pereira Muniz;False;[778];Porto, José Fábio Boia;O uso do tangram como facilitador à aprendizagem de área e perímetro
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;646;Calheiros, Maria Aline da Silva;Fungos. Unhas de gato. Microorganismos. Associação.;;1;;Calheiros, Maria Aline da Silva;False;[775];Silva, Karla Patrícia Chaves da;Estudo da frequência de fungos em unhas de gatos no município de Maceió/AL
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;888;Vieira, Ítalo Ronaldo da Silva;Estrela de Alagoas - AL,Fígado bovino,Alterações hepáticas,Matadouro,São Miguel dos Campos;;1;;Vieira, Ítalo Ronaldo da Silva;False;[1052];Nunes, Annelise Castanha Barreto Tenório;Identificação de lesões macro e microscópicas em figados bovinos provenientes do matadouro de São Miguel dos Campos - AL
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;645;Santos, Ana Trindade dos;Aprendizagem,Concepções em biologia,Conhecimento científico;;6;;Santos, Ana Trindade dos;False;[774];Bezerra, Maria Lusia de Morais Belo;Estudos sobre a compreensão de conceitos biológicos por estudantes de duas turmas do ensino médio de uma escola da zona da mata de Alagoas
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;885;Santos, Daniel Oliveira;Leishimaniose,L. chagasi,Microscopia,Cães;;1;;Santos, Daniel Oliveira;False;[1049];Nunes, Annelise Castanha Barreto Tenório;Estudo das alterações anátomo e histopatológicas da infecção por Leishmania chagasi em cães naturalmente infectados no município de Maceió - AL
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;False;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;644;Santos, Josivaldo Farias;Desigualdades,Sequências de Cauchy,Espaço de Banach;;4;;Santos, Josivaldo Farias;False;[773];Bonutti, Moreno Pereira;Uma demonstração de que o espaço das sequências reais p-somáveis reais  lp é um espaço de Banach
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;884;Collado, Raquel do Carmo de Araújo;Osteoartrose,Dor crônica,Neurolítico;;1;;Collado, Raquel do Carmo de Araújo;False;[1048];Escodro, Pierre Barnabé;Neurólise química acetabular em um cão com displasia coxofemural
VIÇOSA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;MEDICINA VETERINÁRIA;False;2015;CAMPUS ARAPIRACA;False;883;Costa, Jadson Almeida;Equinos,Zoonose,Brucelose equina,Brucella abortus;;1;;Costa, Jadson Almeida;False;[1047];Silva, Karla Patrícia Chaves da;Frequência de anticorpos anti-Brucella abortus em equinos da zona da mata alagoana
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;tcc;True;False;LETRAS;False;2015;CAMPUS ARAPIRACA;False;882;Araújo, Jésika da Silva;Leitura,Alfabetização,Letramento,Escrita,Compreensão;;9;;Araújo, Jésika da Silva;False;[1046];Leite, Camila Tavares;Os processos de leitura e letramento
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;MATEMÁTICA;False;2015;CAMPUS ARAPIRACA;False;643;Delfino, Dalvan dos Santos;Algebra linear,Espaços métricos,Análise funcional;;4;;Delfino, Dalvan dos Santos;False;[772];Bonutti, Moreno Pereira;O lema de Riesz e a compacidade da bola fechada unitária em um espaço normado de dimensão finita
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;FÍSICA;False;2015;CAMPUS ARAPIRACA;False;642;Silva, Thafareu Raul Rocha da;Energia nuclear,Teoria atômica,Fissão nuclear,Usinas nucleares,Combustível nuclear,Lixo nuclear,Acidentes  nucleares;;6;;Silva, Thafareu Raul Rocha da;False;[771];Silva, Askery Alexandre Canabarro Barbosa da;Energia nuclear: o programa nuclear brasileiro
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;ENFERMAGEM;False;2015;CAMPUS ARAPIRACA;False;641;Melo, Anderson Carlos Valentino ;Suicídio,Transtornos mentais,Saúde pública;;1;;Melo, Anderson Carlos Valentino ;False;[770];Oliveira, Jarbas Ribeiro de ;Considerações sobre o suicídio: um problema de saúde pública. 
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;EDUCAÇÃO FÍSICA;False;2015;CAMPUS ARAPIRACA;False;640;Silva, Douglas Ayala Ferreira da;Qualidade de vida,Adolescência,Professor de Educação Física;;7;;Silva, Douglas Ayala Ferreira da;False;;Carmo, Bruno Cleiton Macedo do ;Qualidade de vida e seus determinantes em escolares do município de Arapiraca/AL.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;artigo;True;False;ESPECIALIZAÇÕES;False;2015;CAMPUS ARAPIRACA;False;881;Santos, Erinaldo da Silva;Livro didático,Letramento,Feminilidade,Performance de gênero,Identidade da mulher;;1;;Santos, Erinaldo da Silva;False;[1045];Silva, Jair Barbosa da ;De discurso em discurso se fazem as mulheres: o livro didático como instrumento de letramento e construção identitária
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;FÍSICA;False;2015;CAMPUS ARAPIRACA;False;637;Santos, Anderson Martins dos ;Ensino de física,Escola pública,Alunos surdos,Libras;;5;Silva, Askery Alexandre Canabarro Barbosa da;Santos, Anderson Martins dos ;False;[765];Santos, Nágib José Mendes dos ;O ensino da física aos alunos surdos em uma escola da rede estadual em Arapiraca - AL: na visão do professor e intérprete.
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;CIÊNCIAS BIOLÓGICAS;False;2015;CAMPUS ARAPIRACA;False;636;Santos, Josivânia Soares dos ; Lepidotes de Pernambuco,Jurássico Superior,Bacias de Pernambuco;;2;;Santos, Josivânia Soares dos ;False;[764];Silva, Marcia Cristina da;Os peixes do gênero Lepidotes da formação aliança (Jurássico Superior) da Bacia do Jatobá, Pernambuco, Nordeste do Brasil. 
ARAPIRACA;TCC - Trabalho de Conclusão de Curso;monografia;True;False;QUÍMICA;False;2015;CAMPUS ARAPIRACA;False;634;Pereira, Luciana de Farias ;Ensino de química,Química orgânica,Plano de disciplina;;3;;Pereira, Luciana de Farias ;False;762;Souza, Laura Cristiane de;O ensino de química orgânica nas escolas de Arapiraca - Alagoas.
